rental_id,temperature_c,humidity_pct,wind_speed_mps,distance_km,ride_duration_min,bike_age_months,late_return,avg_speed_kmh,speed_outlier,bad_weather,station_zone_공원,station_zone_대학가,station_zone_도심,station_zone_주거,member_type_미상,member_type_연회원,member_type_월회원,member_type_일일권,weather_맑음,weather_미상,weather_비,weather_흐림
R0012,0.3172618288691611,1.911501019201978,-0.9539469352773667,-0.526799300548683,-0.5491447898642066,-0.21769106646935696,0,-0.13105222555386767,0,0,False,False,False,True,False,False,True,False,False,False,False,True
R0013,1.4734330142691388,-1.0732117988340264,0.05352472554736497,-0.3596499786624041,-0.4612302945259223,0.4300655854407826,0,-0.0162581827810219,0,0,False,True,False,False,False,True,False,False,True,False,False,False
R0014,0.8220689661564751,-0.37722495337271605,-0.8819846737898859,-0.18041757326627372,-0.017262093067587043,1.077822237350922,0,-0.16743530137910212,0,0,True,False,False,False,False,False,False,True,False,False,False,True
R0015,0.6103756505198599,-0.8189089129923939,-0.6660978893274434,-0.2831237831000114,-0.1623210103757559,0.8002122436751481,0,-0.1681975378090738,0,0,True,False,False,False,False,True,False,False,True,False,False,False
R0016,-0.5457955348801183,0.4392211538030521,0.05352472554736497,0.12770105623493908,-0.03484499213524383,-0.5878377247037224,0,0.03413415740470242,0,0,False,False,False,True,False,False,False,True,True,False,False,False
R0017,-0.040988397592803774,-1.8026595503271305,-0.8819846737898859,-0.0394482656513398,-0.17990390944341283,-0.3102277310279483,0,0.022016160636470272,0,0,False,False,False,True,False,False,False,True,True,False,False,False
R0018,-1.2460118866012317,-0.4173780406108687,-0.6660978893274434,-0.49256389727077043,-0.4568345697590081,-0.032617737352174214,0,-0.17208592126033098,0,0,False,False,False,True,False,True,False,False,True,False,False,False
R0019,1.0826145854015408,-1.1602101545166905,-0.5941356278399625,10.988379284339782,-0.496396092661236,0.522602249999374,1,13.977250823520086,1,0,False,False,False,True,False,False,False,True,True,False,False,False
R0020,-0.3829545228519524,1.8445792071383904,2.1404303086843095,0.03305023540776917,0.2596685672480083,0.05991892720641715,1,-0.15813439515381017,0,1,True,False,False,False,False,False,True,False,False,False,True,False
R0021,-1.001750368558983,-0.1229220675310836,-2.10534311907706,0.1679780012677774,0.03988232890229774,-0.8654477183794965,0,0.012314850858658561,0,0,False,True,False,False,False,False,True,False,True,False,False,False
R0022,-1.0180344697617991,-0.6783731076588599,-0.23432432040255835,0.4277642967295843,0.4223103836238341,-0.49530106014513103,0,-0.04019325375596802,0,0,False,True,False,False,False,True,False,False,True,False,False,False
R0023,0.9523417757790079,-0.07607679908657212,0.05352472554736497,-0.45228695223793214,-0.4480431202251797,-0.6803743892623138,0,-0.13387733693387527,0,0,False,True,False,False,False,False,True,False,True,False,False,False
R0024,0.7080802577367591,-0.20322824200738837,-0.16236205891507743,0.5224151175567542,0.49264197989446157,0.6151389145579653,0,-0.027957291603082638,0,0,False,True,False,False,False,False,False,True,True,False,False,False
R0025,-1.1808754817899654,1.6839668581857798,0.2694115100098077,-0.41603770170837767,-0.34254572581923864,0.2449922563235999,0,-0.1745798499566545,0,1,False,False,True,False,False,True,False,False,False,False,True,False
R0026,-0.12240890360688672,0.4392211538030521,-1.9614185961020985,-0.0636144326710427,-0.1623210103757559,-1.698277699406819,0,-0.008589241143702641,0,0,False,False,False,True,False,False,True,False,True,False,False,False
R0027,1.6362740262973046,4.902906018444341,-0.5221733663524817,1.18094316884366,1.2574980893375343,0.522602249999374,0,-0.04308507008179796,0,0,False,False,True,False,False,False,False,True,False,False,False,True
R0028,1.3920125082550558,1.04151746237534,-0.16236205891507743,1.321912476458594,8.910454908535176,-0.21769106646935696,0,-0.4532042647891048,0,0,False,False,True,False,False,False,False,True,False,False,False,True
R0029,-1.6368303154688297,-0.6716809264525011,0.1974492485223268,-0.19048680952448335,-0.25023550571404013,-1.0505210474966793,0,-0.04262089851824684,0,0,False,False,False,True,False,False,False,True,True,False,False,False
R0030,0.8220689661564751,0.09791991227875509,-0.01843753594011562,0.21228264080389944,0.11021392517292519,-0.3102277310279483,0,-0.0019999077951323003,0,0,False,False,True,False,False,False,True,False,False,False,False,True
R0031,-2.6301604888406422,0.33214625450131147,-0.5941356278399625,-0.05958673816775887,0.05746522796995468,-1.3281310411724534,0,-0.12820239396266642,0,0,False,True,False,False,False,False,False,True,False,False,False,True
R0032,0.33354593007197736,0.7805223953273481,-0.5221733663524817,1.348092490729939,1.1651878692323359,0.2449922563235999,0,0.026517862762614898,0,0,True,False,False,False,False,False,False,True,False,False,False,True
R0033,-0.4643750288660354,-0.27684223527733476,-0.5941356278399625,-0.3374976588943431,-0.31177565245083916,-0.21769106646935696,0,-0.12355576772533823,0,0,False,False,True,False,False,False,True,False,True,False,False,False
R0034,2.0108083539620867,1.0950549120262099,-0.6660978893274434,-0.2770822413450856,-0.25023550571404013,-1.0505210474966793,0,-0.11317175276438576,0,0,False,False,True,False,False,False,True,False,False,False,False,True
R0035,0.17070491804381144,0.36560716053310527,-0.01843753594011562,-0.5288131478003248,-0.43046022115752286,-0.21769106646935696,0,-0.2310802781026306,0,0,True,False,False,False,False,True,False,False,True,False,False,False
R0036,0.39868233488324406,-0.7319105573097299,-1.0978714582523283,-0.7080455531964552,-0.8040968263452308,0.9852855727923309,0,-0.08700230799169005,0,0,False,True,False,False,False,True,False,False,True,False,False,False
R0037,0.5615233469114099,-1.360975590707453,-0.23432432040255835,-0.03743441839969793,-0.07001079027055755,-0.9579843829380879,0,-0.04986541944634155,0,0,False,True,False,False,False,False,True,False,True,False,False,False
R0038,-0.6272160408942012,-0.9460603559132101,0.6292228174472115,0.34318271216062396,0.2772514663156653,-1.513204370289636,0,-0.017436457947377592,0,0,False,False,False,True,False,False,True,False,True,False,False,False
R0039,-0.3829545228519524,-0.3303796849282046,1.1329586478595777,-0.40999615995345196,-0.32935855151849597,-0.12515440191076557,0,-0.17735928357600492,0,0,False,False,True,False,False,False,False,True,True,False,False,False
R0040,0.33354593007197736,3.7518508509506354,0.1974492485223268,0.27068421110151497,0.09263102610526824,0.15245559176500853,0,0.039912573176102195,0,0,True,False,False,False,False,False,True,False,True,False,False,False
R0041,-0.02470429638998753,0.5195273282793573,-0.23432432040255835,0.08138256944717515,0.0530695032030404,2.003188882936836,0,-0.04513433815492262,0,0,False,True,False,False,False,False,False,True,True,False,False,False
R0042,0.13813671563817836,-1.1334414296912552,-1.1698337197398092,-0.3536084369074783,-0.5271661660296355,-0.032617737352174214,0,0.07436385505674628,0,0,False,False,False,True,False,False,True,False,True,False,False,False
R0043,-0.5457955348801183,-0.651604382833425,-1.4576827656897329,1.0943477370230579,0.8486956860145127,-0.8654477183794965,0,0.04970101540134282,0,0,False,False,False,True,False,False,True,False,True,False,False,False
R0044,-0.4318068264604023,0.17153390554870196,0.1974492485223268,-0.2408329908155312,-0.20627825804489802,0.4300655854407826,0,-0.11207172623147824,0,0,False,False,False,True,False,False,True,False,True,False,False,False
R0045,-2.027648744336428,0.33214625450131147,-0.30628658189003927,-0.3838161456821071,-0.1930910837441555,-1.6057410348482275,0,-0.22801281458715755,0,0,False,False,True,False,False,False,True,False,False,False,False,True
R0046,-1.115739076978699,0.01761373780245033,0.12548698703484587,-0.1643067952531384,-0.004074918766844377,0.6151389145579653,0,-0.1632505908506876,0,0,False,False,False,True,False,False,False,True,False,False,False,True
R0047,1.7176945323113875,0.5797569591365855,0.12548698703484587,-0.5892285653495822,-0.5271661660296355,2.465872205729793,0,-0.23501494177515947,0,0,False,False,False,True,False,False,False,True,False,False,False,True
R0048,0.7732166625480258,-0.07607679908657212,1.4208076938095013,-0.4301346324698711,-0.08759368933821433,-0.032617737352174214,0,-0.3009652111684456,0,0,False,False,False,True,False,False,True,False,True,False,False,False
R0049,-0.5295114336773015,-0.4575311278490213,-0.23432432040255835,0.09346565295702655,0.0530695032030404,0.8927489082337394,0,-0.038180488493452666,0,0,False,False,True,False,False,False,True,False,True,False,False,False
R0050,-0.057272498795620595,-0.544529483531685,-1.6735695501521752,-0.12201600296865821,-0.07880223980438594,-1.235594376613862,0,-0.1004541909496251,0,0,False,False,True,False,False,True,False,False,False,True,False,False
R0051,1.1640350914156237,-0.651604382833425,0.7011850789346928,-0.619436274124211,-0.43046022115752286,-0.5878377247037224,0,-0.32912955832935764,0,0,False,False,True,False,False,False,False,True,True,False,False,False
R0052,-0.5457955348801183,-0.5913747519761964,0.7011850789346928,-0.19652835127940904,-0.4524388449920939,1.077822237350922,0,0.15812089257512751,0,0,False,False,False,True,False,False,True,False,False,False,False,True
R0053,0.5615233469114099,0.8407520261845773,-0.45021110486500077,-0.3133314918746401,-0.2722141295486112,-1.7908143639654102,0,-0.1289980530163364,0,0,False,True,False,False,False,False,True,False,False,False,False,True
R0054,0.7732166625480258,-0.07607679908657212,-0.8100224123024049,-0.5127023697871895,-0.6282678356686624,0.4300655854407826,0,-0.005294574469417471,0,0,False,False,True,False,False,True,False,False,False,False,False,True
R0055,-0.4155227252575855,-0.3370718661345634,1.060996386372097,-0.47041157750270934,-0.535957615563464,1.077822237350922,0,-0.06900233699297158,0,0,False,False,True,False,False,False,True,False,True,False,False,False
R0056,-1.0668867733702492,1.1619767240897974,2.7161284005841564,0.19214416828748038,0.29483436538332203,0.7076755791165568,0,-0.09568962448687415,0,0,False,False,False,True,False,False,True,False,False,False,False,True
R0057,-2.6301604888406422,1.7642730326620852,1.34884543232202,-0.45027310498629025,-0.4084815973229518,-1.3281310411724534,0,-0.16294859876559722,0,1,True,False,False,False,False,False,True,False,False,False,True,False
R0058,-0.057272498795620595,0.12468863710419048,-0.16236205891507743,0.29283653086957606,0.3036258149171504,-0.7729110538209052,0,-0.05239777701364988,0,1,False,True,False,False,False,False,False,True,False,False,True,False
R0059,-0.31781811804068627,-1.093288342453103,-2.177305380564541,-0.4482592577346483,-0.3601286248868955,0.15245559176500853,0,-0.1938694559141422,0,0,False,False,False,True,False,False,True,False,True,False,False,False
R0060,0.4638187396945102,-1.6353550201681617,-0.8100224123024049,-0.5791593290913727,-0.5711234136987776,-0.5878377247037224,0,-0.18284050080589673,0,0,False,False,False,True,False,False,True,False,True,False,False,False
R0061,0.18698901924662825,-0.4575311278490213,-0.9539469352773667,-0.2227083655507539,-0.3557329001199813,-0.49530106014513103,0,0.0182011939730201,0,0,False,False,False,True,False,False,True,False,True,False,False,False
R0062,0.8872053709677418,-0.04930807426113721,-1.9614185961020985,0.572761298847802,0.5234120532628611,-0.4027643955865397,0,-0.01943017164310505,0,0,False,False,True,False,False,False,False,True,True,False,False,False
R0063,1.8968196455423703,-0.5779903895634787,-1.7455318116396559,-0.49256389727077043,-0.3249628267515818,-0.49530106014513103,0,-0.2550332566278176,0,0,False,True,False,False,False,False,True,False,True,False,False,False
R0065,-1.2948641902096814,0.3589149793267469,0.7731473404221734,-0.36770536766897177,-0.01286636830067277,0.6151389145579653,0,-0.2844626640038486,0,0,False,False,True,False,False,False,True,False,False,False,False,True
R0066,1.6688422287029383,-1.688892469819032,-1.0259091967648475,-0.3254145753844916,-0.16671673514267019,-0.49530106014513103,0,-0.19686608482231327,0,0,False,False,False,True,False,False,False,True,True,False,False,False
R0067,-1.229727785398415,-0.05600025546749606,-0.45021110486500077,-0.48249466101256083,-0.4084815973229518,-0.5878377247037224,0,-0.19646972021063208,0,0,False,False,False,True,False,False,True,False,False,False,False,True
R0068,-0.3829545228519524,-0.24338132924554098,-1.0978714582523283,-0.3314561171394173,-0.3161713772177534,0.2449922563235999,0,-0.11509497796099227,0,0,True,False,False,False,False,False,False,True,True,False,False,False
R0069,0.366114132477611,-0.4976842150871734,-1.7455318116396559,0.018953304646275714,0.07504812703761146,0.05991892720641715,0,-0.09154162652070517,0,0,False,False,False,True,False,True,False,False,True,False,False,False
R0070,-0.08984070120125366,0.5730647779302271,-0.30628658189003927,-0.5066608280322639,-0.4216687716236945,0.6151389145579653,0,-0.2130488181694214,0,0,False,True,False,False,False,False,False,True,False,False,False,True
R0071,-0.6760683445026512,0.5329116906920741,-1.0259091967648475,-0.05958673816775887,-0.15792528560884178,0.4300655854407826,0,-0.008753680835110744,0,0,True,False,False,False,False,False,True,False,False,False,False,True
R0072,1.4408648118635057,-1.3141303222629417,1.34884543232202,0.7781737185152772,0.7871555392777139,2.373335541171201,0,-0.0345968918395526,0,0,False,False,True,False,False,False,True,False,True,False,False,False
R0073,-0.4318068264604023,-1.2873615974375068,-1.24179598122729,-0.5549931620716697,-0.8040968263452308,0.05991892720641715,0,0.43048000431603617,0,0,False,False,True,False,False,False,False,True,True,False,False,False
R0074,2.1899334671930686,-0.29022659769005243,-1.24179598122729,-0.5570070093233117,-0.3161713772177534,0.6151389145579653,0,-0.3171096833582224,0,0,False,False,True,False,False,False,True,False,True,False,False,False
R0075,-0.1712612072153366,-0.07607679908657212,0.7011850789346928,0.1800610847776288,0.07944385180452573,0.8002122436751481,0,-0.0031755979776573384,0,0,True,False,False,False,False,True,False,False,True,False,False,False
R0076,-1.2460118866012317,0.9344425630735993,1.2049209093470588,-0.12402985022030018,-0.07440651503747167,-1.235594376613862,0,-0.10412391234627633,0,1,False,False,True,False,False,True,False,False,False,False,True,False
R0077,1.7014104311085707,-0.43745458422994477,-0.45021110486500077,-0.2065975875376186,-0.11396803793969966,-0.4027643955865397,0,-0.13888187991086556,0,0,False,False,True,False,False,False,True,False,True,False,False,False
R0078,1.147750990212807,0.2585322612313656,-2.177305380564541,0.049161013420904495,0.3343958882855499,0.8002122436751481,0,-0.1750635692878516,0,0,False,False,True,False,False,False,False,True,False,False,False,True
R0079,-0.806341154125184,0.8072911201527836,-1.6016072886646944,0.5063043395436189,0.46187190652606197,0.7076755791165568,0,-0.02273220052599997,0,0,False,False,True,False,False,False,False,True,False,False,False,True
R0080,0.5126710433029601,0.3120697108822354,-0.5941356278399625,-0.4140238544567358,-0.5623319641649492,-1.3281310411724534,0,0.043801739094404164,0,0,False,False,False,True,False,False,True,False,False,False,False,True
R0081,0.17070491804381144,-1.2405163289929952,-1.3857205042022518,-0.3596499786624041,-0.5007918174281503,1.262895566468105,0,0.030624345083569295,0,0,False,False,True,False,False,False,False,True,True,False,False,False
R0082,0.21955722165226133,-0.04930807426113721,0.12548698703484587,-0.4422177159797226,-0.47441746882666497,0.7076755791165568,0,-0.09854796598940253,0,0,False,True,False,False,False,False,False,True,False,False,False,True
R0083,-1.7996713274969958,1.5032779656140933,-0.09039979742759652,1.184970863346944,1.231123740736049,-0.3102277310279483,1,-0.035549177587753854,0,1,False,False,True,False,False,False,False,True,False,False,True,False
R0084,-0.4318068264604023,0.5061429658666396,0.05352472554736497,-0.01125440412835289,0.04427805366921201,-1.513204370289636,0,-0.09427885507575506,0,0,True,False,False,False,False,False,True,False,False,False,False,True
R0085,1.1314668890099906,-0.6649887452461423,1.1329586478595777,-0.12402985022030018,-0.3249628267515818,0.522602249999374,0,0.07947491416806321,0,0,True,False,False,False,False,True,False,False,True,False,False,False
R0086,0.12185261443536213,-0.651604382833425,0.2694115100098077,-0.047503654657907464,-0.01286636830067277,-0.4027643955865397,0,-0.0876213059729193,0,0,False,True,False,False,False,True,False,False,False,False,False,True
R0087,1.3920125082550558,-1.407820859151964,-1.0259091967648475,0.06929948593732356,-0.12715521224044232,-1.698277699406819,0,0.06033835580835305,0,0,False,True,False,False,False,False,False,True,True,False,False,False
R0088,-0.4318068264604023,-0.5512216647380438,-0.01843753594011562,-0.06965597442596849,0.013507980300812563,-0.9579843829380879,0,-0.11405744984382898,0,0,True,False,False,False,False,False,True,False,True,False,False,False
R0089,-2.25562616117586,-0.35045622854728115,0.8451096019096547,-0.128057544723584,-0.38210724872146656,-0.8654477183794965,0,0.13889554351106345,0,0,True,False,False,False,False,False,True,False,True,False,False,False
R0090,0.056716209624095425,-1.7491221006762605,0.7011850789346928,0.8486583723227444,0.6816581448717726,-1.975887693082593,0,0.025507944120328224,0,0,False,False,False,True,False,False,True,False,True,False,False,False
R0091,-0.10612480240407049,0.5262195094857157,-0.09039979742759652,-0.21666682379582822,-0.10517658840587127,0.2449922563235999,0,-0.15019920238684809,0,0,True,False,False,False,False,False,False,True,False,False,False,True
R0092,0.3498300312747942,-0.5980669331825548,-0.23432432040255835,0.7580352459988582,0.6069308238342311,1.3554322310266962,0,0.020262669049206535,0,0,False,True,False,False,False,False,False,True,True,False,False,False
R0093,-1.034318570964616,1.5099701468204527,0.6292228174472115,-0.043475960154623544,-0.008470643533758496,0.4300655854407826,0,-0.08740283609719134,0,1,False,False,False,True,False,False,False,True,False,False,True,False
R0094,-1.392568797426581,-0.3303796849282046,-1.0978714582523283,-0.22069451829911205,-0.39969014778912343,0.8002122436751481,0,0.06589019337195634,0,0,False,False,False,True,False,False,False,True,True,False,False,False
R0095,0.13813671563817836,0.6466787712001731,-0.01843753594011562,-0.20458374028597673,-0.24583978094712602,-1.698277699406819,0,-0.057279285168468086,0,0,False,False,True,False,False,False,False,True,True,False,False,False
R0096,-0.9528980649505331,1.7709652138684435,-0.16236205891507743,0.23644880782360245,0.18933697097738103,-1.3281310411724534,0,-0.029100399085869123,0,0,True,False,False,False,False,True,False,False,False,False,False,True
R0097,-0.4643750288660354,1.985115012471924,1.852581262734386,1.2171924193732144,1.354204034209647,-0.9579843829380879,0,-0.05626573591810447,0,1,False,False,False,True,False,True,False,False,False,False,True,False
R0098,-0.13869300480970354,1.2088219925343089,1.7086567397594241,-0.2690268523385179,-0.19748680851106962,-0.9579843829380879,0,-0.13879644244354256,0,1,False,False,True,False,False,True,False,False,False,False,True,False
R0099,-1.2948641902096814,2.0721133681545876,1.34884543232202,0.08541026395045889,0.04427805366921201,-0.3102277310279483,0,-0.03817054021067528,0,1,False,False,True,False,False,False,False,True,False,False,True,False
R0100,-0.5620796360829351,-0.015847168229343442,1.4927699552969818,-0.14416832273671934,-0.20627825804489802,-0.12515440191076557,0,-0.03779196848395772,0,0,True,False,False,False,False,False,False,True,True,False,False,False
R0101,0.366114132477611,-0.32368750372184624,-1.1698337197398092,-0.2287499073056797,-0.43046022115752286,1.3554322310266962,0,0.09357178309253227,0,0,False,False,True,False,False,False,True,False,True,False,False,False
R0102,1.4897171154719555,-0.3638405909599984,0.4852982944722501,-0.4482592577346483,-0.3249628267515818,-0.9579843829380879,0,-0.2148191595922472,0,0,True,False,False,False,False,True,False,False,True,False,False,False
R0103,0.2521254240578944,0.13138081831054885,-0.8819846737898859,-0.06764212717432654,0.022299429834640956,-1.4206677057310448,0,-0.11698570143334261,0,0,False,False,False,True,False,True,False,False,False,False,False,True
R0104,-0.15497710601252038,-0.07607679908657212,0.557260555959731,-0.4905500500191285,-0.2722141295486112,-1.3281310411724534,0,-0.277865145148013,0,0,False,False,True,False,False,False,True,False,True,False,False,False
R0105,-0.13869300480970354,-0.03592371184841951,-1.3857205042022518,0.08339641669881702,-0.24583978094712602,-0.032617737352174214,0,0.1759383973402141,0,0,False,False,False,True,False,False,True,False,True,False,False,False
R0106,-0.18754530841815342,-1.7625064630889784,1.4927699552969818,0.38950119894838786,0.3036258149171504,-0.21769106646935696,0,-0.007626416179528003,0,0,False,True,False,False,True,False,False,False,True,False,False,False
R0107,0.7243643589395758,-0.3973014969917921,-0.6660978893274434,-0.21868067104747008,0.0047165307669840145,0.05991892720641715,0,-0.1998367971414949,0,0,False,False,True,False,False,False,True,False,True,False,False,False
R0108,1.0174781805902746,0.2652244424377239,-1.0259091967648475,-0.478466966509277,-0.4524388449920939,0.05991892720641715,0,-0.1596314044559323,0,0,False,False,True,False,False,False,True,False,True,False,False,False
R0109,0.9523417757790079,0.3120697108822354,0.7731473404221734,0.44387507474271964,0.5805564752327458,-1.4206677057310448,0,-0.08920803319240861,0,0,False,False,False,True,False,True,False,False,True,False,False,False
R0110,-0.28524991563505264,0.1514573619296259,-1.313758242714771,0.7560213987472163,0.5893479247665744,-0.21769106646935696,0,0.026270854797473462,0,0,False,True,False,False,False,False,True,False,True,False,False,False
R0111,-0.5946478384885682,-1.253900691405713,0.1974492485223268,-0.4764531192576351,8.945620706670491,0.4300655854407826,0,-0.5613811975444942,0,0,False,False,False,True,False,False,False,True,True,False,False,False
R0112,-0.18754530841815342,0.4726820598348459,0.2694115100098077,0.3572796429221172,0.18933697097738103,0.4300655854407826,0,0.03233398702110272,0,0,False,False,False,True,False,False,True,False,False,False,False,True
R0113,0.07300031082691225,0.3388384357076708,-0.6660978893274434,0.04110562441433683,0.1981284205112094,-1.7908143639654102,0,-0.13181960958786185,0,0,False,True,False,False,False,False,True,False,False,False,False,True
R0114,-0.49694323127166845,0.7136005832637606,0.4852982944722501,-0.3878438401853909,-0.5271661660296355,0.8927489082337394,0,0.029411380303392357,0,0,False,False,True,False,False,False,True,False,False,False,False,True
R0115,-0.5620796360829351,0.32545407329495313,0.12548698703484587,0.5606782153379507,0.47505908082680476,1.8181155538196532,0,-0.00560313841776435,0,0,False,False,False,True,False,True,False,False,True,False,False,False
R0116,-0.057272498795620595,-0.0961533427056482,0.9890341248846158,0.024994846401201504,-0.021657817834501162,1.1703589019095135,0,-0.03809010971344892,0,0,False,False,False,True,False,False,True,False,True,False,False,False
R0117,-0.12240890360688672,-0.1095377051183659,-1.5296450271772133,-0.5127023697871895,-0.39089869825529494,-1.3281310411724534,0,-0.23852747053112827,0,0,True,False,False,False,False,False,True,False,True,False,False,False
R0118,2.3039221756127852,0.27191662364408326,-1.313758242714771,-0.3254145753844916,-0.100780863638957,-0.032617737352174214,0,-0.22590545497955336,0,0,True,False,False,False,False,False,True,False,False,False,False,True
R0119,-0.6923524457054674,0.7470614892955544,-0.738060150814924,0.09547950020866842,-0.17111245990958446,-1.1430577120552707,0,0.11460264319913467,0,0,False,False,True,False,False,True,False,False,True,False,False,False
R0120,-0.3666704216491356,-1.3074381410565827,1.6366944782719437,-0.4462454104830064,-0.7513481291422603,-0.9579843829380879,0,0.4791903839158523,0,0,False,False,False,True,True,False,False,False,True,False,False,False
R0121,0.6103756505198599,0.11799645589783211,0.4852982944722501,-0.19451450402776718,-0.1623210103757559,0.2449922563235999,0,-0.10376850062305241,0,0,False,False,True,False,False,False,False,True,False,False,False,True
R0122,1.5548535202832217,-1.5818175705172917,0.12548698703484587,0.06728563868568169,-0.15792528560884178,1.4479688955852876,1,0.08300366697064987,0,0,True,False,False,False,False,False,False,True,True,False,False,False
R0123,-0.49694323127166845,0.5329116906920741,0.4852982944722501,-0.03139287664477214,0.18933697097738103,-0.3102277310279483,0,-0.16527995495632336,0,0,True,False,False,False,False,False,True,False,True,False,False,False
R0124,2.7110247056832,-0.25007351045189985,1.4927699552969818,-0.2710406995901599,-0.10957231317278539,0.3375289208821913,0,-0.185147876793275,0,0,False,False,False,True,False,True,False,False,False,False,False,True
R0125,-0.33410221924350253,1.1419001804707212,-0.30628658189003927,-0.4200653962116615,-0.5315618907965498,2.28079887661261,0,-0.007297214996924022,0,0,False,False,False,True,False,True,False,False,False,False,False,True
R0126,-0.8226252553280002,0.8675207510100118,1.564732216784463,-0.08979444694238765,-0.18429963421032697,-0.4027643955865397,0,-0.012254026910310899,0,1,False,False,False,True,False,False,True,False,False,False,True,False
R0127,-0.8226252553280002,-0.6850652888652188,0.8451096019096547,-0.5207577587937572,-0.2722141295486112,2.1882622120540187,0,-0.30324021767045795,0,0,False,False,False,True,False,True,False,False,False,False,False,True
R0128,-1.6531144166716465,0.5663725967238679,-0.37824884337751985,-0.5147162170388315,-0.412877322089866,-0.12515440191076557,0,-0.2272461374288206,0,0,False,False,True,False,True,False,False,False,False,False,False,True
R0129,0.5289551445057769,2.132342999011817,0.1974492485223268,0.8969907063621501,0.7783640897438853,-0.8654477183794965,1,0.008323381117627905,0,0,False,False,True,False,False,True,False,False,False,False,False,True
R0130,-0.31781811804068627,-0.4642233090553797,-1.0259091967648475,0.19214416828748038,0.11021392517292519,0.9852855727923309,0,-0.012982130042749507,0,0,False,True,False,False,False,False,True,False,True,False,False,False
R0131,-0.008420195187170708,-0.6114512955952724,0.05352472554736497,-0.432148479721513,-0.6458507347363193,0.522602249999374,0,0.16851354289155712,0,0,True,False,False,False,False,True,False,False,True,False,False,False
R0132,-0.12240890360688672,0.7269849456764783,-0.30628658189003927,-0.4905500500191285,-0.38210724872146656,1.077822237350922,0,-0.22157975144013886,0,0,False,True,False,False,False,False,True,False,False,True,False,False
R0133,0.38239823368042725,1.0883627308198514,-1.24179598122729,-0.22069451829911205,-0.2766098543155255,0.6151389145579653,0,-0.04785068567893442,0,0,False,True,False,False,False,True,False,False,False,False,False,True
R0134,-0.8714775589364502,0.037690281421526875,0.12548698703484587,0.12165951448001329,-0.1535295608419275,0.15245559176500853,0,0.1185708726255169,0,0,False,False,False,True,False,True,False,False,True,False,False,False
R0135,-1.6531144166716465,0.7604458517082721,0.3413737714972886,0.04110562441433683,0.2992300901502363,-0.8654477183794965,0,-0.16756351260714947,0,1,False,False,False,True,False,False,False,True,False,False,True,False
R0136,-0.724920648111101,-0.32368750372184624,0.2694115100098077,0.10353488921523608,0.01790370506772668,0.3375289208821913,0,-0.012943426175797607,0,0,False,False,True,False,False,False,False,True,True,False,False,False
R0138,-1.2948641902096814,-0.29022659769005243,-1.313758242714771,-0.3556222841591203,-0.4524388449920939,0.15245559176500853,0,-0.02118218932097053,0,0,False,False,False,True,False,False,True,False,False,False,False,True
