batch_id,shift,quality_issue,fruit_weight_g,humidity_pct,nutrient_ec,soil_moisture_pct,sugar_brix,temperature_c,worker_experience_years,sensor_range_error,temperature_outlier,ec_outlier,weight_outlier,moisture_gap,temp_humidity_index,weight_sugar_score,greenhouse_zone_A동,greenhouse_zone_B동,greenhouse_zone_C동,greenhouse_zone_D동,irrigation_method_미상,irrigation_method_분무,irrigation_method_수경,irrigation_method_점적
B0011,0,0,0.9610299079974894,-1.4076176593035072,0.1878567585485291,-0.6250762120548068,1.1578841779690758,-0.6046652909213356,1.2732825808980175,0,0,0,0,-0.15305720681457485,-1.2574936408195634,1.3741223640464049,1,0,0,0,0,0,0,1
B0012,0,0,0.37242481746615386,-0.32720646277912774,0.3866511646309784,0.6836382141635852,-1.1263801440024874,-0.8320916391484657,-0.222918908821908,0,0,0,0,-0.19971268792021474,-0.8026766243330148,-0.11904437657136556,0,1,0,0,0,0,1,0
B0013,0,0,0.24943270899691902,1.5001556844287733,-0.6615375219855733,0.17413870471978318,-0.6519560155930096,-0.6696442475576592,0.7745487509913757,0,0,0,0,-0.9928558667161016,0.34948506178477534,-0.0337049389376635,0,0,1,0,0,1,0,0
B0014,0,0,0.3372842150463721,0.6865126845770791,-0.4085264596988195,-0.9947131110630543,0.5253186734231038,0.2400611453508581,-0.222918908821908,0,0,0,0,0.42236039348832183,0.6142081719422843,0.510081201979558,0,1,0,0,0,0,0,1
B0015,1,0,0.18793665476230204,0.03293060272899906,-0.4446708971683558,-0.485213601619253,-0.8100973917295022,-0.6046652909213356,-0.222918908821908,0,0,0,0,-0.3707827853075639,-0.4336037994791762,-0.14741745498473924,0,1,0,0,0,0,0,1
B0016,0,1,-0.5002334759584138,-0.38056010211366575,-0.878404146802791,1.5927451819946807,-1.0209525599114928,-0.6371547692394974,-0.47228582377522893,0,0,0,0,1.2155035722842076,-0.6932526760738806,-0.7975173115245952,1,0,0,0,0,0,1,0
B0017,1,0,-0.24839249194998184,-0.38056010211366575,-0.19165983488160168,-0.9048014329259131,0.4901761453927728,-0.24728102942156174,0.7745487509913757,0,0,0,0,0.28239395017140106,-0.41530894377654576,-0.050752274241002836,0,0,1,0,0,0,0,1
B0018,1,0,0.7355443758038935,-0.1404687251082466,-0.4446708971683558,0.20410926409883004,-0.19510315119869728,0.4025085369416647,-1.4697534835885127,0,0,0,0,-0.9462003856104617,0.2045069599903401,0.5755143432332159,0,1,0,0,0,0,0,1
B0019,1,0,0.20550695597219248,-1.901138823147976,-0.06515430373822503,0.18412889117946643,0.771316369635427,-0.47470737764869075,-0.9710196536818708,0,0,0,0,-0.9773040396808869,-1.4628447664326836,0.4823834109065119,0,0,1,0,0,0,0,1
B0020,0,0,-0.23375057427507298,-1.327587200301701,-1.1856318652938491,1.0832456725508801,0.8240301616809235,-0.8970705957847882,0.026448006131412915,0,0,0,0,0.42236039348832294,-1.398122399560167,0.08229768200269193,0,0,0,1,1,0,0,0
B0021,1,0,-0.28646147790474435,0.5397901764071025,-0.7338263969246458,0.08422702658264267,-1.0912376159721564,0.20757166703269747,0.7745487509913757,0,0,0,0,-1.1328223100330213,0.4948773867271974,-0.6458308927038591,1,0,0,0,0,1,0,0
B0022,1,0,0.3548545162562634,-0.6740051184536191,-0.13744317867729763,-0.32537061826433555,-1.108808879987322,-0.47470737764869075,-0.47228582377522893,0,0,0,0,-0.6196120178709781,-0.7483098361601,-0.12640280655698394,0,0,1,0,0,1,0,0
B0023,1,0,-0.9658464580205154,-0.20716077427641816,0.6035177894481961,1.0233045537927852,0.4198910893321092,1.1497665382593754,1.2732825808980175,0,0,0,0,0.32904943127704095,0.7040600764591715,-0.7420886990194644,0,0,1,0,0,0,1,0
B0024,1,0,0.7501862934788023,-1.581016987140753,0.5493011332438921,-0.33536080472401736,0.5956037294837674,-0.14981259446707754,0.026448006131412915,0,0,0,0,-0.6040601908357656,-1.0758913090241977,0.9267004606016871,0,0,1,0,0,0,0,1
B0025,1,0,0.07080131336303125,1.206710668088818,0.007134571200847572,-0.035655210933546115,-0.44110084741101896,-0.14981259446707754,-0.222918908821908,0,0,0,0,-1.0706150018921687,0.6194895170790828,-0.10596068435254918,0,0,0,1,0,0,1,0
B0026,1,0,-0.10197331520089334,-0.07377667594007505,-1.0049096779461681,0.4938246714296195,0.10360833705912402,7.127830548801058,-1.7191203985418335,0,1,0,0,-0.495197401589271,5.206872806620395,-0.055905010250881945,0,1,0,0,0,0,0,1
B0027,1,0,-0.3216020803245261,-2.0478613313179537,0.4047233833657469,0.5537657901877132,1.351168082135901,0.3375295803053423,-0.7216527387285498,0,0,0,0,-0.40188643937799123,-1.077099459872485,0.18337058065801387,0,0,0,1,0,0,1,0
B0028,1,0,-1.3055389480784005,0.8198967829134223,-0.5169597721074284,-1.2644481454744787,0.19146465713495306,0.954829668350407,0.026448006131412915,0,0,0,0,0.8422597234390852,1.2773794318648377,-1.1217690061177792,1,0,0,0,0,0,0,1
B0029,1,0,-0.7052203234071377,0.5264517665734689,0.4770122583048195,1.2131180965267507,1.0524565938780797,-0.14981259446707754,-1.2203865686351918,0,0,0,0,0.6245341449460973,0.20578414802995726,-0.2951328906411672,0,0,0,1,0,0,1,0
B0030,1,0,0.1176554499227394,0.3530524387362214,-0.5169597721074284,-0.14554726199005238,-1.073666351956991,-0.052344159512593344,0.026448006131412915,0,0,0,0,-0.8995449045048207,0.1755113396314516,-0.3073724736845768,0,0,1,0,0,0,0,1
B0031,1,0,-0.16346936943551033,-1.9945076919834166,0.35050672716144204,-0.6250762120548068,-0.12481809513803371,-0.21479155110339995,-0.47228582377522893,0,0,0,0,-0.15305720681457485,-1.3653297336780923,-0.19445268625440518,0,1,0,0,0,0,0,1
B0032,1,0,-0.4563077229336873,1.2600643074233562,0.296290070957138,-1.3543598236116199,-1.0560950879418238,0.2725506236690199,0.2758149210847338,0,0,0,0,0.9822261667560059,1.0082379414621665,-0.7732473377116814,0,1,0,0,0,1,0,0
B0033,1,0,-0.22789380720510893,1.5268325040960424,-0.8061152718637185,-0.17551782136909994,-1.4602341602906397,0.4999769718961489,-0.222918908821908,0,0,0,0,-0.8528894233991797,1.3761371340633832,-0.7298527860159478,0,0,1,0,0,0,0,1
B0034,1,0,0.9873853598123256,1.4468020450942354,0.20592897728329684,-0.07561595677227619,-1.3723778402148106,1.669598191349957,0.5251818360380548,0,0,0,0,-1.0084076937513142,2.327400593408883,0.27483898491315445,1,0,0,0,0,1,0,0
B0035,0,0,-0.4533793393987057,-0.8740812659581347,-0.4988875533726603,-0.19549819428846427,-0.7573835996840041,-0.7346232041939815,-0.47228582377522893,0,0,0,0,-0.8217857693287535,-1.0398884137452464,-0.6687025813175105,0,0,1,0,0,0,1,0
B0036,1,0,0.1117986828527762,-0.9674501347935743,0.8023121955306455,0.3639522474537489,1.4565956662268955,0.17508218871453568,0.026448006131412915,0,0,0,0,-0.6973711530470453,-0.4863136950601535,0.6549413465991734,0,0,0,1,0,0,0,1
B0037,0,1,0.40170865281597157,0.11296106173080417,-1.4567151463153716,-1.0047032975227368,0.5077474094079383,-0.47470737764869075,1.5226494958513386,0,0,0,0,0.4379122205235355,-0.2900754787026838,0.5633151306286309,1,0,0,0,0,1,0,0
B0038,0,0,-0.0346204938963123,-0.9941269544608433,1.0191788203478633,-0.9647425516840075,1.7201646264543842,0.20757166703269747,0.026448006131412915,0,0,0,0,0.37570491238268194,-0.4816536846453327,0.6061298160212588,1,0,0,0,0,0,0,1
B0039,1,0,0.5393426789601145,-0.23383759394368717,0.27821785222236944,-0.2654294995062412,0.6307462575141,0.8248717550777621,-1.2203865686351918,0,0,0,0,-0.712922980082259,0.4496580264055991,0.7427580611607034,0,0,1,0,0,1,0,0
B0040,1,0,0.9610299079974894,-0.6073130692854475,0.35050672716144204,1.7525881653495983,0.3144635052411131,0.07761375376005149,0.2758149210847338,0,0,0,0,1.4643328048476216,-0.32569866942931663,1.00065910452696,0,1,0,0,0,0,1,0
B0041,1,0,0.5393426789601145,0.006253783061730059,-1.3302096151719944,-0.23545894012719362,-0.3532445273351899,-0.14981259446707754,-0.222918908821908,0,0,0,0,-0.7595784611879,-0.11057878124290467,0.336646126752452,0,1,0,0,0,0,0,1
B0042,1,0,-0.506090243028377,1.1933722582551844,-1.4205707088458353,-1.3343794506922548,-1.1790939360479855,0.7274033201232779,1.7720164108046594,0,0,0,0,0.9511225126855787,1.3467272905565129,-0.8558305753856841,0,1,0,0,0,1,0,0
B0043,1,0,-0.356742682744307,-1.7810931346452674,0.1517123210789928,1.1232064183896089,0.6658887855444309,1.6371087130317952,1.0239156659446966,0,0,0,0,0.4845677016291754,-0.12300547568242709,-0.09062725767927685,0,1,0,0,0,0,1,0
B0044,0,0,0.19379342183226608,-0.0871150857737105,-0.04708208500345648,0.14416814534073635,2.4405864510761854,-2.0017128586022728,0.7745487509913757,0,0,0,0,-1.0395113478217415,-1.5308809184890733,1.1190105509988855,0,0,0,1,0,0,1,0
B0045,1,0,0.5510562131000416,-1.0074653642944777,0.296290070957138,2.342009166470859,0.3671772972866112,-1.156986422330079,1.7720164108046594,0,0,0,0,2.3818905999252156,-1.3948086143762952,0.6448120364942829,0,1,0,0,0,0,1,0
B0046,1,0,-0.01119342561645781,-0.8207276266235977,-0.08322652247299278,0.7535695193813606,1.8607347385757114,0.045124275441890856,0.2758149210847338,0,0,0,0,-0.09084989867372241,-0.48137753588001003,0.6825547267546799,1,0,0,0,0,0,1,0
B0047,1,0,-0.3040317791146348,-0.48726738078273985,-0.31816536602497913,0.6336872818651733,-0.528957167486848,1.1497665382593754,0.5251818360380548,0,0,0,0,-0.27747182309628193,0.5047151864918203,-0.46201327461923875,1,0,0,0,0,0,0,1
B0048,0,0,-0.7520744599668459,1.9936768482732432,-0.24587649108590653,-1.1046051621195605,-0.33567326332002284,-0.24728102942156174,0.2758149210847338,0,0,0,0,0.5934304908756699,1.010170982819425,-0.7858062142257886,0,0,0,1,0,1,0,0
B0049,1,0,-0.3128169297195804,1.3534331762587948,0.1878567585485291,-0.22546875366751182,0.45503361736244025,1.084787581623053,-0.7216527387285498,0,0,0,0,-0.7751302882231125,1.7593971017356769,-0.12327226252819044,0,0,1,0,0,0,0,1
B0050,1,0,-0.43580903818881445,-0.7673739872890596,-1.8904483959498066,-0.015674838014181083,0.3935341933093594,1.4746613214409885,0.026448006131412915,0,0,1,0,-1.1017186559625962,0.5269796806959656,-0.2589040918366647,0,1,0,0,0,0,0,1
B0051,0,1,-0.43580903818881445,-0.7940508069563287,-0.6073208657812688,0.7435793329216789,-0.19510315119869728,-1.611839118784337,-1.2203865686351918,0,0,0,0,-0.10640172570893497,-1.5914265352860832,-0.46090492257153004,0,1,0,0,0,0,1,0
B0052,1,0,-0.506090243028377,0.6331590452425431,-0.4808153346378921,-2.263466791442716,2.387872659030686,0.17508218871453568,0.026448006131412915,0,0,0,0,2.397442426960429,0.5285330175009061,0.3503537257530916,1,0,0,0,1,0,0,0
B0053,1,0,-0.22496542367012734,0.7932199632461552,-0.07419041310560891,-0.8448603141678187,-0.6519560155930096,0.3375295803053423,-1.4697534835885127,0,0,0,0,0.1890829879601202,0.7610157593069858,-0.4379965335589479,0,0,0,1,1,0,0,0
B0054,0,0,0.5627697472399689,-1.3542640199689702,0.3685789458962106,-1.0846247892001954,0.5780324654686019,0.3375295803053423,-0.9710196536818708,0,0,0,0,0.5623268368052425,-0.6283577162230372,0.7430223040330045,1,0,0,0,0,0,0,1
B0055,1,0,-0.2747479437648171,-1.0208037741281124,0.35050672716144204,-0.19549819428846427,-0.42352958339585345,0.46748749357798713,-0.9710196536818708,0,0,0,0,-0.8217857693287535,-0.32659615291661653,-0.3994097341231441,0,0,1,0,0,0,0,1
B0056,1,0,-0.14004230115565586,-0.1938223644427846,-0.5892486470465006,-1.893829892434468,1.0875991219084122,0.8248717550777621,-1.7191203985418335,0,0,0,0,1.8220248266575314,0.47710030995954594,0.26803106091149786,1,0,0,0,0,0,0,1
B0057,0,0,0.9053906208328356,0.7265279140779837,-0.3000931472902106,-0.7849191954097242,-0.0018192470318721,0.8898507117140846,1.5226494958513386,0,0,0,0,0.09577202574883933,1.160326873963664,0.8106134287437904,0,0,1,0,0,0,0,1
B0058,0,0,0.48077500826047903,-0.20716077427641816,0.24207341475283314,0.5637559766473964,0.27932097721078214,-0.019854681194432715,0.5251818360380548,0,0,0,0,-0.3863346123427765,-0.14592582320421482,0.5439152997538294,1,0,0,0,0,0,0,1
B0059,1,0,-0.23082219074009055,0.9666192910834008,-0.11937095994252908,-2.3034275372814457,0.75374510562026,0.045124275441890856,-1.2203865686351918,0,0,0,0,2.4596497351012827,0.6333659925365511,0.059954479133644385,0,0,1,0,0,0,0,1
B0060,0,0,0.22014887364710134,1.8869695696041673,-0.4265986784335877,-0.18550800782878174,-0.9682387678659948,-0.7346232041939815,-1.2203865686351918,0,0,0,0,-0.8373375963639672,0.5106523849462575,-0.1819965708573042,0,1,0,0,0,0,0,1
B0061,0,0,-0.17225452004045513,1.3801099959260639,0.2240011960180654,-1.3343794506922548,-1.4953766883209707,-0.47470737764869075,0.026448006131412915,0,0,0,0,0.9511225126855787,0.4477595036440048,-0.6983638437333527,1,0,0,0,0,0,0,1
B0062,0,0,-0.8867801025760071,0.03293060272899906,-0.8061152718637185,0.3539620609940657,1.0700278578932467,0.5324664502143107,0.2758149210847338,0,0,0,0,-0.7129229800822601,0.4145180960182805,-0.466468703049434,1,0,0,0,1,0,0,0
B0063,1,1,-1.8502182855850096,0.25968356990078273,0.9649621641435592,1.7825587247286465,1.3335968181207338,0.7598927984414398,0.7745487509913757,0,0,0,1,1.5109882859532637,0.7384751163375172,-1.3420007600215018,0,0,0,1,0,0,1,0
B0064,1,0,0.12936898406266664,0.05960742239626806,0.2240011960180654,-0.5251743474579831,0.4023198253169437,-0.2797705077397224,-1.2203865686351918,0,0,0,0,-0.30857547716670924,-0.17533566671108528,0.268265943464655,0,1,0,0,0,0,0,1
B0065,1,0,0.8790351690179995,0.6331590452425431,-0.010937647533920177,-0.9048014329259131,-0.8452399197598333,0.5324664502143107,-0.222918908821908,0,0,0,0,0.28239395017140106,0.8121723180830226,0.4183999354106198,0,0,1,0,0,0,0,1
B0066,0,0,0.16158120294746595,-0.647328298786352,0.07942344613992018,-0.10558651615132303,0.6658887855444309,-0.24728102942156174,-0.7216527387285498,0,0,0,0,-0.9617522126456742,-0.5754752276637336,0.39981852343197416,0,1,0,0,0,0,0,1
B0067,0,0,-0.11075846580583815,-0.8607428561245002,-0.10129874120776133,-0.7349682631113124,-0.6343847515778441,-0.2797705077397224,-1.7191203985418335,0,0,0,0,0.01801289057277213,-0.7255275630209745,-0.3342298256221091,0,0,0,1,0,0,0,1
B0068,0,0,-0.046334028036239545,1.1133417992533776,0.11556788360945648,2.0223231997610225,-0.5992422235475116,-0.7346232041939815,0.026448006131412915,0,0,0,0,1.884232134798385,0.07620133990226186,-0.2662093062438326,1,0,0,0,0,0,1,0
B0069,1,0,-0.8487111166212447,0.4064060780707594,0.09749566487468873,-0.6350663985144887,0.33203476925628017,-1.156986422330079,2.0213833257579803,0,0,0,0,-0.13750537977936228,-0.6483785017089362,-0.6608707161856856,0,0,1,0,0,0,0,1
B0070,1,0,0.23771917485699262,-1.7810931346452674,-0.5892486470465006,0.4838344849699377,0.6483175215292654,1.7995561046226018,-0.222918908821908,0,0,0,0,-0.5107492286244836,-0.02531784994950955,0.464987421813331,1,0,0,0,0,0,0,1
B0071,0,0,0.19672180536724768,1.3801099959260639,-0.06515430373822503,-1.14456590795829,-1.4075203682451416,-0.3447494643760459,0.026448006131412915,0,0,0,0,0.6556377990165234,0.5586332329210842,-0.37199820616175705,0,0,1,0,0,1,0,0
B0072,0,0,-0.05511917864118435,2.3137986842804654,-0.4265986784335877,-1.5741439257246326,0.4023198253169437,-0.44221789933052896,0.7745487509913757,0,0,0,0,1.324366361530702,1.0215621193889883,0.09716868364943841,0,1,0,0,0,0,0,1
B0073,0,1,-0.25424925901994505,0.6198206354089076,0.3685789458962106,-0.6350663985144887,-3.3579306739285544,-0.44221789933052896,-1.7191203985418335,0,0,0,0,-0.13750537977936228,0.030809386602337223,-1.4265951795569107,0,0,0,1,0,0,0,1
B0074,1,0,0.8936770866929084,0.006253783061730059,0.9468899454087907,0.03427609428423079,-0.23024567922902828,0.2400611453508581,-0.47228582377522893,0,0,0,0,-1.1794777911386634,0.17937742234596948,0.7000387968052949,0,1,0,0,0,0,0,1
B0075,0,0,-0.14589906822561988,0.39306766823712586,-0.02900986626868873,-0.5551449068370299,-2.444224945139928,-0.8320916391484657,0.5251818360380548,0,0,0,0,-0.26191999606106936,-0.4037797328243208,-1.0227219694834362,0,1,0,0,0,0,0,1
B0076,0,0,0.521772377750224,-1.0608190036290148,0.6758066643872688,1.1232064183896089,-1.0033812958963273,-1.7093075537388214,-0.7216527387285498,0,0,0,0,0.4845677016291754,-1.7868017867519204,0.05378881211327514,0,1,0,0,0,0,0,1
B0077,1,0,0.5364142954251329,-0.5006057906163734,-0.31816536602497913,-0.07561595677227619,-1.1439514080176545,0.07761375376005149,0.7745487509913757,0,0,0,0,-1.0084076937513142,-0.25887066822121485,0.007913313449821414,1,0,0,0,0,1,0,0
B0078,1,1,-0.5236605442382675,-1.140849462630821,-0.3362375847597469,-1.8638593330554212,1.3160255541055683,0.17508218871453568,-1.7191203985418335,0,0,0,0,1.7753693455518915,-0.596255422254269,-0.029535773619128115,0,0,1,0,1,0,0,0
B0079,1,0,0.2875016949516824,-0.1137919054409795,0.5854455707134276,1.2330984694461158,0.10360833705912402,0.5324664502143107,0.026448006131412915,0,0,0,0,0.6556377990165245,0.3173137306246766,0.29700235582744217,0,1,0,0,0,0,1,0
B0080,0,0,-0.1488274517606015,-0.23383759394368717,-0.11937095994252908,0.3439718745343839,0.27932097721078214,-1.4818812055116923,1.5226494958513386,0,0,0,0,-0.7284748071174726,-1.2218014129016,-0.034464637195529856,0,0,1,0,0,1,0,0
B0081,0,0,0.09422838164288573,1.2200490779224515,0.4770122583048195,-0.8148897547887718,-2.1806559849124407,-0.019854681194432715,0.7745487509913757,0,0,0,0,0.14242750685448033,0.7368182237455797,-0.7483644672366242,0,0,1,0,0,0,0,1
B0082,1,0,-0.0346204938963123,-1.927815642815245,0.16978453981376054,1.3030297746638912,-0.8100973917295022,-0.019854681194432715,-1.2203865686351918,0,0,0,0,0.7645005882630169,-1.2101686461623797,-0.33457480937205847,0,0,1,0,0,0,0,1
B0083,0,0,0.6681915544993124,0.4597597174052974,-0.4265986784335877,-0.035655210933546115,0.17389339311978602,-0.44221789933052896,1.5226494958513386,0,0,0,0,-1.0706150018921687,-0.06280504484207085,0.6716033277137397,0,0,0,1,0,1,0,0
B0084,1,0,-0.5031618594933954,-1.087495823296284,0.07942344613992018,-0.19549819428846427,1.7025933624392187,-0.052344159512593344,-1.7191203985418335,0,0,0,0,-0.8217857693287535,-0.7117546433505039,0.12161114933732602,0,0,1,0,0,0,1,0
B0085,1,1,-0.005336658546494603,1.0066345205843035,0.7842399767958776,-0.36533136410306494,-0.4059583193806864,0.4349980152598265,0.5251818360380548,0,0,0,0,-0.5574047097301246,0.9793458768902751,-0.15885329929156491,0,0,0,1,0,0,0,1
B0086,1,0,0.4251357210958252,-0.1137919054409795,-0.5892486470465006,0.14416814534073635,0.4901761453927728,0.4999769718961489,1.7720164108046594,0,0,0,0,-1.0395113478217415,0.2934613810199256,0.5781090614376213,1,0,0,0,1,0,0,0
B0087,0,1,-0.01119342561645781,-0.9407733151263062,0.3866511646309784,1.0432849267121502,0.8416014256960905,-2.1641602501930794,-1.7191203985418335,0,0,0,0,0.36015308534746826,-2.0326777436761523,0.30195690968309563,0,0,1,0,0,0,1,0
B0088,0,1,-0.3098885461845988,-2.3012911181570055,-1.3121373964372263,-1.5042126205068556,-0.0018192470318721,-0.799602160830304,0.5251818360380548,0,0,0,0,1.2155035722842076,-1.877758286330097,-0.2814252916405276,1,0,0,0,1,0,0,0
B0089,1,0,0.5247007612852056,0.04626901256263261,-1.0952707716200085,-0.7949093818694067,0.27932097721078214,-0.8320916391484657,1.5226494958513386,0,0,0,0,0.111323852784053,-0.5958411991062852,0.5842673883782029,0,1,0,0,0,1,0,0
B0090,1,0,0.9903137433473072,-1.687724265809828,-0.010937647533920177,-0.7949093818694067,0.6131749934989329,-1.286944335602724,0.5251818360380548,0,0,0,0,0.111323852784053,-1.8330567049434783,1.1605260422693642,0,1,0,0,0,0,0,1
B0091,1,0,-0.05511917864118435,1.0866649795861085,-0.4808153346378921,-0.7349682631113124,0.03332328099846046,0.2400611453508581,0.026448006131412915,0,0,0,0,0.01801289057277213,0.8699909658224697,-0.03947791168947119,0,0,0,1,0,1,0,0
B0092,1,0,-0.7491460764318643,-1.8477851838134391,-1.402498490111067,-0.6050958391354417,0.0157520169832934,-0.18230207278523933,0.5251818360380548,0,0,0,0,-0.18416086088500216,-1.2574936408195634,-0.6705009008651178,0,0,0,1,0,0,0,1
B0093,1,0,0.3607112833262266,0.8999272419152293,-0.31816536602497913,-0.6850173308129005,0.718602577589929,1.7670666263044401,-0.7216527387285498,0,0,0,0,-0.059746244603295084,1.9949865171516374,0.6093227507282347,0,0,1,0,0,1,0,0
B0094,1,1,-0.008265042081476206,-1.0208037741281124,-0.8964763655375592,0.17413870471978318,2.3527301310003548,0.4349980152598265,-1.7191203985418335,0,0,0,0,-0.9928558667161016,-0.34810123801612364,0.8694148079106594,1,0,0,0,0,0,1,0
B0095,1,0,0.4837033917954606,-0.1671455447755156,-1.5470762399892117,-0.33536080472401736,0.26174971319561663,-1.1244969440119172,2.0213833257579803,0,0,0,0,-0.6040601908357656,-0.9274613476632265,0.5394231709247034,0,0,1,0,0,0,0,1
B0096,1,0,-0.16639775297049195,1.620201372931481,0.35050672716144204,0.024285907824547565,-0.6343847515778441,0.07761375376005149,0.7745487509913757,0,0,0,0,-1.1639259641034485,1.069335855789821,-0.3817164717986236,0,0,0,1,0,0,1,0
B0097,1,1,0.2845733114167008,-0.020423036605538944,0.31436228969190577,-0.11557670261100554,0.9294577457719196,-0.31225998605788413,-0.7216527387285498,0,0,0,0,-0.9462003856104606,-0.24727242007765993,0.6201860688117408,1,0,0,0,0,0,1,0
B0098,1,0,-0.19860997185529125,-0.6740051184536191,-0.06515430373822503,-1.094614975659878,-2.286083569003435,-0.2797705077397224,1.2732825808980175,0,0,0,0,0.5778786638404563,-0.6138944246392576,-1.0039607255500298,1,0,0,0,0,0,0,1
B0099,0,0,0.650621253289422,-0.2605144136109562,0.5493011332438921,0.4238933662118426,1.2633117620600705,-1.1894759006482396,-0.47228582377522893,0,0,0,0,-0.6040601908357656,-1.0239408225478581,1.1138651550687924,0,0,0,1,0,0,1,0
B0100,1,0,-0.09025978106096609,0.4330828977380284,1.3806231950432262,1.143186791308974,2.2121600188790276,-0.019854681194432715,-0.222918908821908,0,0,0,0,0.5156713556996027,0.25007150626859104,0.7302615753247779,0,0,1,0,0,0,1,0
B0101,1,0,-0.25424925901994505,0.17965311089897573,0.5312289145091236,-0.005684651554499276,-2.356368625064099,1.4421718431228268,2.0213833257579803,0,0,0,0,-1.1172704829978086,1.2008517052747747,-1.0699223525482904,0,1,0,0,0,0,1,0
B0102,1,0,-0.10783008227085654,-0.18048395460915106,-0.3362375847597469,0.4938246714296195,0.4901761453927728,0.01263479712372907,-0.7216527387285498,0,0,0,0,-0.495197401589271,-0.10574617784975698,0.08048835233540637,1,0,0,0,0,0,0,1
B0103,0,0,0.31092876323153684,2.1537377662768535,-0.5892486470465006,1.9224213351641988,-2.6375088493067533,-0.7021337258758198,-0.222918908821908,0,0,0,0,1.7287138644462505,0.6901836010017032,-0.7684249052921797,0,1,0,0,0,1,0,0
B0104,0,0,0.41342218695589883,0.8332351927470577,-0.07419041310560891,-0.7149878901919481,-0.12481809513803371,-1.5468601621480147,0.7745487509913757,0,0,0,0,-0.013090763497654093,-0.7386791479694705,0.31887579359017704,1,0,0,0,1,0,0,0
B0105,0,0,-0.4504509558637233,1.7802622909350931,-0.22780427235113798,-0.2854098724256055,-0.9155249758204967,0.3375295803053423,1.2732825808980175,0,0,0,0,-0.6818193260118327,1.399609779115815,-0.720332702533307,0,0,1,0,0,1,0,0
B0106,0,0,0.7648282111537111,0.2730219797344163,-1.1133429903547767,-0.5251743474579831,-1.1439514080176545,0.17508218871453568,0.7745487509913757,0,0,0,0,-0.30857547716670924,0.30019250717466756,0.1945568622521104,0,1,0,0,0,1,0,0
B0107,1,0,0.419278954025862,2.087045717108682,-0.19165983488160168,-0.12556688907068805,-0.528957167486848,0.20757166703269747,-0.47228582377522893,0,0,0,0,-0.930648558575247,1.4799000326334004,0.1607521247969846,1,0,0,0,0,0,0,1
